Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Sanitary Fittings,Finishing Metarial 4th Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Finishing Metarial 4th Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 4th Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 4th Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Finishing Metarial 4th Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 5th Floor,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Finishing Metarial 5th Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 5th Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 5th Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Finishing Metarial 5th Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,100.00","4,400.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Ring Towel rail,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,250.00","5,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,"1,000.00","3,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,2 Net,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Finishing Metarial 6th Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 6th Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 6th Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 6th Floor,,Lowdown,APCS,1, Pcs ,"1,500.00","1,500.00",
,Sanitary Fittings,Finishing Metarial 6th Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,100.00","4,400.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Ring Towel rail,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,250.00","5,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,"1,000.00","3,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,2 Net,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Finishing Metarial 7th Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 7th Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 7th Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 7th Floor,,Lowdown,APCS,1, Pcs ,"1,500.00","1,500.00",
,Sanitary Fittings,Finishing Metarial 7th Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Water sealer,Berger- 18.0 Ltr,42,Drum,"2,600.00","109,200.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Enamel Paint,Berger- 3.64 Ltr,30,Gallon,"1,080.00","32,400.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Chalk powder,Berger- 25 Kg,35,Bag,520,"18,200.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Wall Putty,Berger- 18.20 Ltr,120,Drum,"2,320.00","278,400.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Thiner (T - 6),Berger- 4 ltr,15,Gallon,500,"7,500.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Plastic Paint - wall,Berger- 18.20 Ltr,58,Drum,"3,950.00","229,100.00",
,Paint Work,Inside Paint Work Ground Floor to Roof Top,,Plastic Paint - Ceiling,Berger- 18.20 Ltr,30,Drum,"3,950.00","118,500.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Spirit,4.5 Ltr,350,Litre,160,"56,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Gala,1000 grm,25,Kg,"1,100.00","27,500.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,MC Thinner,,80,Litre,150,"12,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Carpa,,8,Kg,400,"3,200.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Alamati,,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Shidur,,1,Tk.,"3,000.00","3,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Khola Colour (Brown),,1,Tk.,"1,500.00","1,500.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Mom,,6,Kg,500,"3,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Markin Cloth,,200,Goj.,10,"2,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,120 No. Paper,,200,Pcs,25,"5,000.00",
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,1.5 No. Paper,,40,Pcs,15,600,
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,0 No. Paper,,40,Pcs,15,600,
,Paint Work,Vernish Paint Work Ground Floor to 7th Floor,,Maskin Tep,,40,Pcs,50,"2,000.00",
,Paint Work,Outside Paint Work Ground Floor to Roof Top,,Water Sealer (Outside),Berger- 18.0 Ltr,11,Drum,"2,600.00","28,600.00",
,Paint Work,Outside Paint Work Ground Floor to Roof Top,,Chalk Powder,Berger- 25 kg,6,Bag,520,"3,120.00",
,Paint Work,Outside Paint Work Ground Floor to Roof Top,,All Purpose Putty,Berger- 25 kg,9,Bag,"1,300.00","11,700.00",
,Paint Work,Outside Paint Work Ground Floor to Roof Top,,Weather Coat,Berger- 18.20 Ltr,18,Drum,"5,200.00","93,600.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,Plastic Paint (Inside Floor),,7,Job,"30,000.00","210,000.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,All of GF Paint Work,,1,Job,"20,000.00","20,000.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,Stair Case All Paint Work,,1,Job,"20,000.00","20,000.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,Enamail Paint,,1,Job,"20,000.00","20,000.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,Weather Coat (Outside),,1,Job,"50,000.00","50,000.00",
,Paint Work,Labour Cost: Ground Floor to Roof Top,,Polish Work,,1,Job,"50,000.00","50,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Gas Connection,,1,Pcs,"5,000.00","5,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Electric Connection (Residential),,1,Job,"15,000.00","15,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Water Connection (Residential),,1,Job,"15,000.00","15,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Solar,,1,Job,"150,000.00","150,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Lift,,1,Pcs,"3,800,000.00","3,800,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Generator,45 KW,1,Pcs,"1,400,000.00","1,400,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Substation,150 KVA,1,Pcs,"1,300,000.00","1,300,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Substation Power Cable,,1,Job,"310,000.00","310,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Front site garden,,1,Job,"120,000.00","120,000.00",
,Direct Common Cost,Ground Floor to Roof Top,,Handover Project Board,,1,Job,"45,000.00","45,000.00",
,Indirect Common Cost,Over all Project ,, Conveyance ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Over all Project ,, Entertainment ,,1, Job ,"30,000.00","30,000.00",
,Indirect Common Cost,Over all Project ,, Debris Cleaning ,,"25,000.00", Cft ,7,"175,000.00",
,Indirect Common Cost,Over all Project ,, Subscription  ,,30, Month ,"5,000.00","150,000.00",
,Indirect Common Cost,Over all Project ,, Miscellaneous General ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Over all Project ,, Toiletries ,,1, Job ,"15,000.00","15,000.00",
,Indirect Common Cost,Over all Project ,, Printing & Stationary ,,1, Job ,"15,000.00","15,000.00",
,Indirect Common Cost,Over all Project ,, Milad & Dua ,,1, Job ,"25,000.00","25,000.00",
,Indirect Common Cost,Over all Project ,, Hand Over Ceremony  ,,1, Job ,"50,000.00","50,000.00",
,Indirect Common Cost,Over all Project ,, Project Face. ,,1, Job ,"120,000.00","120,000.00",
,Indirect Common Cost,Over all Project ,, Medical Expense ,,1, Job ,"25,000.00","25,000.00",
,Indirect Common Cost,Over all Project ,,Safety Canopy,,380, Sft ,420,"159,600.00",
,Indirect Common Cost,Over all Project ,,Safety Net,,1, Job ,"180,000.00","180,000.00",
,Project Overhead,Over all Project ,,Electic Bill (DESCO),,30,Month,"6,000.00","180,000.00",
,Project Overhead,Over all Project ,,Water Bill (WASA),,30,Month,"8,000.00","240,000.00",
,Project Overhead,Over all Project ,,Gas Bill,,30,Month,"1,100.00","33,000.00",
,Project Overhead,Over all Project ,,Salary of Project Personnel: ,,,,,,
,Project Overhead,Over all Project ,,Engineer 01,,30,Month,"25,000.00","750,000.00",
,Project Overhead,Over all Project ,,Site Superviser 01,,30,Month,"15,000.00","450,000.00",
,Project Overhead,Over all Project ,,Site Superviser 02,,30,Month,"10,000.00","300,000.00",
,Project Asset,Over all Project ,,Water Pump,,2,Pcs,"12,000.00","24,000.00",
,Project Asset,Over all Project ,,Wooden Shutter,,500,Sft,50,"25,000.00",
,Project Asset,Over all Project ,,Bed,,2,Pcs,"2,000.00","4,000.00",
,Project Asset,Over all Project ,,Table,,2,Pcs,"1,500.00","3,000.00",
,Project Asset,Over all Project ,,Chair,,6,Pcs,"1,200.00","7,200.00",
,Project Asset,Over all Project ,,Mat Pump,,2,Pcs,"8,000.00","16,000.00",
,Project Asset,Over all Project ,,Delivary Paip,,"1,500.00",Rft,15,"22,500.00",
,Project Asset,Over all Project ,,Bicycle,,1,Pcs,"10,000.00","10,000.00",
,Project Asset,Over all Project ,,Electric Fan,,4,Pcs,"2,500.00","10,000.00",
,Project Asset,Over all Project ,,Gumboot,,25,Pcs,500,"12,500.00",
,Project Asset,Over all Project ,,Safety Helmet,,60,Pcs,550,"33,000.00",
,Project Asset,Over all Project ,,Safety Belt,,60,Pcs,200,"12,000.00",
