Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Door Works,7th Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,7th Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,7th Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,7th Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,7th Floor,,Fixing & fiting Cost,APCS,11,Pcs,600,"6,600.00",
,Door Works,8th Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,8th Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,8th Floor,,Bed Room Door Frame,Teak Chamble,4,Pcs,"8,000.00","32,000.00",
,Door Works,8th Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,185,"15,540.00",
,Door Works,8th Floor,,Kitchen Door Frame,Teak Chamble,2,Pcs,"8,000.00","16,000.00",
,Door Works,8th Floor,,Kitchen Door Shutter,Gamari,38,Sft,310,"11,780.00",
,Door Works,8th Floor,,Toilet Door Frame,Teak Chamble,4,Pcs,"7,500.00","30,000.00",
,Door Works,8th Floor,,Toilet Door Shutter,Gamari,4,Pcs,"5,000.00","20,000.00",
,Door Works,8th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,900,"4,500.00",
,Door Works,8th Floor,,Cat Door Shutter,APCS,48,Sft,120,"5,760.00",
,Door Works,8th Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,8th Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,8th Floor,,Handle lock,APCS,1,Pcs,"2,000.00","2,000.00",
,Door Works,8th Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,8th Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,8th Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,8th Floor,,6 inch Tower Bolt,SS,12,Pcs,100,"1,200.00",
,Door Works,8th Floor,,8 inch Tower Bolt,SS,7,Pcs,120,840,
,Door Works,8th Floor,,Door stopper,APCS,8,Pcs,100,800,
,Door Works,8th Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,8th Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,8th Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,8th Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,8th Floor,,Fixing & fiting Cost,APCS,11,Pcs,550,"6,050.00",
,MS & SS Works,Ground Floor,,MS Grill,12mm Square Bar,210.54,SFT,120,"25,264.80",
,MS & SS Works,Ground Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,Ground Floor,,Varenda Railing,,,SFT,,0,
,MS & SS Works,Ground Floor,,Safety Grill,APCS,161.32,SFT,120,"19,358.40",
,MS & SS Works,Ground Floor,,Stair Grill,,751.74,SFT,120,"90,208.80",
,MS & SS Works,Ground Floor,,Stair Railing,,521.04,SFT,320,"166,732.80",
,MS & SS Works,Ground Floor,,Main Gate & Front Side Grill,,799.65,SFT,350,"279,877.50",
,MS & SS Works,Ground Floor,,MS Gate,,42,SFT,320,"13,440.00",
,MS & SS Works,Ground Floor,,Tin for safety Gril,,161.32,SFT,120,"19,358.40",
,MS & SS Works,1st Floor,,MS Grill,12mm Square Bar,389.72,SFT,120,"46,766.40",
,MS & SS Works,1st Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,1st Floor,,Varenda Railing,,179.36,SFT,320,"57,395.20",
,MS & SS Works,2nd Floor,,MS Grill,12mm Square Bar,460.62,SFT,120,"55,274.40",
,MS & SS Works,2nd Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,2nd Floor,,Varenda Railing,,187.16,SFT,320,"59,891.20",
,MS & SS Works,3rd Floor,,MS Grill,12mm Square Bar,389.72,SFT,120,"46,766.40",
,MS & SS Works,3rd Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,3rd Floor,,Varenda Railing,,179.36,SFT,320,"57,395.20",
,MS & SS Works,4th Floor,,MS Grill,12mm Square Bar,460.62,SFT,120,"55,274.40",
,MS & SS Works,4th Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,4th Floor,,Varenda Railing,,187.16,SFT,320,"59,891.20",
,MS & SS Works,5th Floor,,MS Grill,12mm Square Bar,389.72,SFT,120,"46,766.40",
,MS & SS Works,5th Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,5th Floor,,Varenda Railing,,179.36,SFT,320,"57,395.20",
,MS & SS Works,6th Floor,,MS Grill,12mm Square Bar,460.62,SFT,120,"55,274.40",
,MS & SS Works,6th Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,6th Floor,,Varenda Railing,,187.16,SFT,320,"59,891.20",
,MS & SS Works,7th Floor,,MS Grill,12mm Square Bar,389.72,SFT,120,"46,766.40",
,MS & SS Works,7th Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,7th Floor,,Varenda Railing,,179.36,SFT,320,"57,395.20",
,MS & SS Works,8th Floor,,MS Grill,12mm Square Bar,460.62,SFT,120,"55,274.40",
,MS & SS Works,8th Floor,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,8th Floor,,Varenda Railing,,187.16,SFT,320,"59,891.20",
,MS & SS Works,Roof Top,,MS Grill,12mm Square Bar,40,SFT,120,"4,800.00",
,MS & SS Works,Roof Top,,MS Safety Grill,12mm Square Bar,,SFT,120,0,
,MS & SS Works,Roof Top,,Varenda Railing,,,SFT,320,0,
,Tiles,Ground Floor,,Wall Tiles (200X300),RAK,432,sft,35,"15,120.00",
,Tiles,Ground Floor,,Wall Tiles (300X600),RAK,700,sft,100,"70,000.00",
,Tiles,Ground Floor,,Floor Tiles (300X300),RAK,85,sft,56,"4,760.00",
,Tiles,Ground Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,Ground Floor,,Main Floor Tiles (600X600),RAK,450,sft,72,"32,400.00",
,Tiles,Ground Floor,,Stair Tiles (262X300),RAK,565,sft,55,"31,075.00",
,Tiles,Ground Floor,,Stair Tiles (300X300),RAK,670,sft,55,"36,850.00",
,Tiles,Ground Floor,,Stair Tiles (600X600),RAK,1370,sft,72,"98,640.00",
,Tiles,Ground Floor,,Rustic Tiles (300X600),RAK,7225,sft,90,"650,250.00",
,Tiles,Ground Floor,,Pavment Tiles (300X300),APCS,1910,sft,30,"57,300.00",
,Tiles,Ground Floor,,Marble,,,sft,,0,
,Tiles,Ground Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,432,sft,17,"7,344.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,700,sft,17,"11,900.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,85,sft,17,"1,445.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,Ground Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,450,sft,17,"7,650.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Stair Tiles (262X300) (Tiles Fixing Cost),APA,565,sft,20,"11,300.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Stair Tiles (300X300) (Tiles Fixing Cost),APA,670,sft,20,"13,400.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Stair Tiles (600X600) (Tiles Fixing Cost),APA,1370,sft,20,"27,400.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Rustic Tiles (300X600) (Tiles Fixing Cost),APA,7225,sft,50,"361,250.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Pavment Tiles (300X300) (Tiles Fixing Cost),APA,1910,sft,17,"32,470.00",
,Tiles,Ground Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,sft,,0,
,Tiles,Ground Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,sft,,0,
,Tiles,Ground Floor,Tiles Fixing Materials,Cement,Elephent,340,bag,405,"137,700.00",
,Tiles,Ground Floor,Tiles Fixing Materials,Tile Mate,Mirpur Ceramic,60,bag,525,"31,500.00",
,Tiles,Ground Floor,Tiles Fixing Materials,L/Sand,APCS,1500.33,cft,20,"30,006.60",
,Tiles,Ground Floor,Tiles Fixing Materials,Putting (Con Mix),Mirpur Ceramic,250,Kg,60,"15,000.00",
,Tiles,Ground Floor,Tiles Fixing Materials,Viksol,APCS,220,lit.,100,"22,000.00",
,Tiles,Ground Floor,Tiles Fixing Materials,Alamati,APCS,1,Tk.,500,500,
,Tiles,Ground Floor,Tiles Fixing Materials,Powder Colour,APCS,1,Tk.,500,500,
,Tiles,Ground Floor,Tiles Fixing Materials,Markin Kapor,APCS,110,goj.,15,"1,650.00",
,Tiles,Ground Floor,Tiles Fixing Materials,120 No. Paper,APCS,260,pcs,25,"6,500.00",
,Tiles,1st Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,1st Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,1st Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,1st Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,1st Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,1st Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,1st Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,1st Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,1st Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,1st Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,1st Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,1st Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,1st Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,1st Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,1st Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,1st Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,1st Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,2nd Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,2nd Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,2nd Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,2nd Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,2nd Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,2nd Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,2nd Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,2nd Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,2nd Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,2nd Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,2nd Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,2nd Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,2nd Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,2nd Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,2nd Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,2nd Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,2nd Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,3rd Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,3rd Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,3rd Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,3rd Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,3rd Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,3rd Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,3rd Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,3rd Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,3rd Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,3rd Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,3rd Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,3rd Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,3rd Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,3rd Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,3rd Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,3rd Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,3rd Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,4th Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,4th Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,4th Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,4th Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,4th Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,4th Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,4th Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,4th Floor,Tiles Fixing Cost,Wall Tiles (200X300)(Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,4th Floor,Tiles Fixing Cost,Wall Tiles (300X600)(Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,4th Floor,Tiles Fixing Cost,Floor Tiles (300X300)(Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,4th Floor,Tiles Fixing Cost,Floor Tiles (300X600)(Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,4th Floor,Tiles Fixing Cost,Main Floor Tiles (600X600)(Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,4th Floor,Tiles Fixing Cost,Marble Work(Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,4th Floor,Tiles Fixing Cost,Nonschedule Material(Tiles Fixing Cost),,,,,0,
,Tiles,4th Floor,Tiles Fixing Cost,Nonschedule Labour Bill(Tiles Fixing Cost),,,,,0,
,Tiles,4th Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,4th Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,5th Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,5th Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,5th Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,5th Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,5th Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,5th Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,5th Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,5th Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,5th Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,5th Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,5th Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,5th Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,5th Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,5th Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,5th Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,5th Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,5th Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,6th Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,6th Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,6th Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,6th Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,6th Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,6th Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,6th Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,6th Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,6th Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,6th Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,6th Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,6th Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,6th Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,6th Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,6th Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,6th Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,6th Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,7th Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,7th Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,7th Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,7th Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,7th Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,7th Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,7th Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,7th Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,7th Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,7th Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,7th Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,7th Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,7th Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,7th Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,7th Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,7th Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,7th Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Tiles,8th Floor,,Wall Tiles (200X300),RAK,90,sft,35,"3,150.00",
,Tiles,8th Floor,,Wall Tiles (300X600),RAK,1120,,70,"78,400.00",
,Tiles,8th Floor,,Floor Tiles (300X300),RAK,328,sft,70,"22,960.00",
,Tiles,8th Floor,,Floor Tiles (300X600),RAK,,sft,70,0,
,Tiles,8th Floor,,Main Floor Tiles (600X600),RAK,1690,sft,110,"185,900.00",
,Tiles,8th Floor,,Kitchen Slab,APCS,28,sft,500,"14,000.00",
,Tiles,8th Floor,,Basin Slab,APCS,,sft,500,0,
,Tiles,8th Floor,Tiles Fixing Cost,Wall Tiles (200X300) (Tiles Fixing Cost),APA,90,sft,17,"1,530.00",
,Tiles,8th Floor,Tiles Fixing Cost,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1120,sft,17,"19,040.00",
,Tiles,8th Floor,Tiles Fixing Cost,Floor Tiles (300X300) (Tiles Fixing Cost),APA,328,sft,17,"5,576.00",
,Tiles,8th Floor,Tiles Fixing Cost,Floor Tiles (300X600) (Tiles Fixing Cost),APA,,sft,17,0,
,Tiles,8th Floor,Tiles Fixing Cost,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,1690,sft,17,"28,730.00",
,Tiles,8th Floor,Tiles Fixing Cost,Marble Work (Tiles Fixing Cost),APA,28,sft,120,"3,360.00",
,Tiles,8th Floor,Tiles Fixing Cost,Nonschedule Material (Tiles Fixing Cost),,,,,0,
,Tiles,8th Floor,Tiles Fixing Cost,Nonschedule Labour Bill (Tiles Fixing Cost),,,,,0,
,Tiles,8th Floor,,Cement,Bashundhara,100,bag,405,"40,500.00",
,Tiles,8th Floor,,L/Sand,APCS,479.03,cft,20,"9,580.60",
,Electric work,Ground Floor To Roof Top,Slab Casting,1.25" Pipe (Slab Casting),,450,rft,6,"2,700.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,1.25" Socket (Slab Casting),,42,pcs,4.5,189,
,Electric work,Ground Floor To Roof Top,Slab Casting,1.00" Pipe (Slab Casting),,"4,000.00",rft,4.5,"18,000.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,1.00" Socket (Slab Casting),,500,pcs,2.5,"1,250.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,1.00" Bend (Slab Casting),,630,pcs,5.2,"3,276.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,0.75" Pipe (Slab Casting),,"4,500.00",rft,3.8,"17,100.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,0.75" Socket (Slab Casting),,520,pcs,2.5,"1,300.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,0.75" Bend (Slab Casting),,740,pcs,2,"1,480.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,0.75" Circular box (Slab Casting),,120,pcs,6,720,
,Electric work,Ground Floor To Roof Top,Slab Casting,Fan box (Slab Casting),,95,pcs,55,"5,225.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,Sport light box (Slab Casting),,,pcs,28,0,
,Electric work,Ground Floor To Roof Top,Slab Casting,Tisa Tape (Slab Casting),,60,pcs,20,"1,200.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,GI Wire (16 No.) (Slab Casting),,50,kg,100,"5,000.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,24 No. Wire (Slab Casting),,28,kg,100,"2,800.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,Solvent Cement (200 ml) (Slab Casting),,36,pcs,320,"11,520.00",
,Electric work,Ground Floor To Roof Top,Slab Casting,Paper (Slab Casting),,60,kg,30,"1,800.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,1.25" pipe (Group Cutting),,500,rft,5.5,"2,750.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,1.25 Socket (Group Cutting),,48,pcs,4,192,
,Electric work,Ground Floor To Roof Top,Group Cutting,1.00" Pipe (Group Cutting),,"2,600.00",rft,4,"10,400.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,1.00" Socket (Group Cutting),,210,pcs,2.5,525,
,Electric work,Ground Floor To Roof Top,Group Cutting,1.00" Bend (Group Cutting),,240,pcs,3,720,
,Electric work,Ground Floor To Roof Top,Group Cutting,0.75" Pipe (Group Cutting),,"2,300.00",rft,3.5,"8,050.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,0.75" Socket (Group Cutting),,210,pcs,2,420,
,Electric work,Ground Floor To Roof Top,Group Cutting,0.75" Bend (Group Cutting),,800,pcs,2,"1,600.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,1 gang Mk board (Group Cutting),,112,pcs,22,"2,464.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,2 gang MK board (Group Cutting),,210,pcs,44,"9,240.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,3 gang MK Board (Group Cutting),,130,pcs,66,"8,580.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,4 gang MK Board (Group Cutting),,90,pcs,6,540,
,Electric work,Ground Floor To Roof Top,Group Cutting,0.75" Circular Box (Group Cutting),,110,pcs,70,"7,700.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,Joint Box (5" X 4") (Group Cutting),,,pcs,200,0,
,Electric work,Ground Floor To Roof Top,Group Cutting,Joint Box (12" X 6") (Group Cutting),,,pcs,200,0,
,Electric work,Ground Floor To Roof Top,Group Cutting,Joint Box (14" X 6") (Group Cutting),,,pcs,200,0,
,Electric work,Ground Floor To Roof Top,Group Cutting,Joint Box (10" X 6") (Group Cutting),,,pcs,200,0,
,Electric work,Ground Floor To Roof Top,Group Cutting,S.D.B Box (18"X24") (Group Cutting),,8,pcs,"3,500.00","28,000.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,Dish Box (8"X12") (Group Cutting),,4,pcs,"1,500.00","6,000.00",
,Electric work,Ground Floor To Roof Top,Group Cutting,M.D.B Box (Group Cutting),,1,pcs,"22,000.00","22,000.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1x1.5 RM 7W (Cable waring),Red,40,coil,"1,640.00","65,600.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1X1.5 RM7W (Cable waring),Black,40,coil,"1,640.00","65,600.00",
,Electric work,Ground Floor To Roof Top,Cable waring,1X1.5 RM7W (Cable waring),Yello,13,coil,"1,550.00","20,150.00",
